Entry	Entry name	Status	Protein names	Gene names	Organism	Length
A0A171J7Q4	A0A171J7Q4_LACRH	unreviewed	Oligopeptide ABC transporter ATP-binding protein	oppD BN934_01729	Lactobacillus rhamnosus	354
A0A171J8F8	A0A171J8F8_LACRH	unreviewed	Esterase of the alpha-beta hydrolase superfamily protein	BN934_01989	Lactobacillus rhamnosus	227
A0A171J6I0	A0A171J6I0_LACRH	unreviewed	Immunity protein	spiA BN934_01303	Lactobacillus rhamnosus	99
A0A171J8T5	A0A171J8T5_LACRH	unreviewed	GTP cyclohydrolase 1 type 2 homolog	BN934_02117	Lactobacillus rhamnosus	264
A0A171J7R7	A0A171J7R7_LACRH	unreviewed	SnoaL-like domain protein	BN934_01742	Lactobacillus rhamnosus	120
A0A171J7B0	A0A171J7B0_LACRH	unreviewed	Uncharacterized protein	BN934_01584	Lactobacillus rhamnosus	293
A0A171J421	A0A171J421_LACRH	unreviewed	Membrane protein	BN934_00435	Lactobacillus rhamnosus	261
A0A171J9K7	A0A171J9K7_LACRH	unreviewed	Two-component response regulator	rr1 BN934_02389	Lactobacillus rhamnosus	224
A0A171J3K9	A0A171J3K9_LACRH	unreviewed	ABC transporter ATP-binding protein	BN934_00273	Lactobacillus rhamnosus	538
A0A171J5E0	A0A171J5E0_LACRH	unreviewed	Permease IIC component	celC_1 BN934_00906	Lactobacillus rhamnosus	453
A0A171J7K5	A0A171J7K5_LACRH	unreviewed	Teichoic acid/polysaccharide phosphoglycerol transferase	BN934_01679	Lactobacillus rhamnosus	742
A0A171J9V2	A0A171J9V2_LACRH	unreviewed	Phage protein, HK97 gp10 family	BN934_02486	Lactobacillus rhamnosus	124
A0A171J8Q3	A0A171J8Q3_LACRH	unreviewed	Ribosomal RNA small subunit methyltransferase E (EC 2.1.1.193)	nadD_2 BN934_02085	Lactobacillus rhamnosus	242
A0A171J4L3	A0A171J4L3_LACRH	unreviewed	Cell surface protein	ynjC BN934_00628	Lactobacillus rhamnosus	359
A0A171J9J6	A0A171J9J6_LACRH	unreviewed	DegV family protein	BN934_02378	Lactobacillus rhamnosus	285
A0A171J5H3	A0A171J5H3_LACRH	unreviewed	Uncharacterized protein	BN934_00939	Lactobacillus rhamnosus	82
A0A171J8N4	A0A171J8N4_LACRH	unreviewed	N-formylglutamate amidohydrolase	hutG BN934_02065	Lactobacillus rhamnosus	264
A0A171J8Z9	A0A171J8Z9_LACRH	unreviewed	Histidinol dehydrogenase (HDH) (EC 1.1.1.23)	hisD BN934_02181	Lactobacillus rhamnosus	426
A0A171J9H3	A0A171J9H3_LACRH	unreviewed	Folylpolyglutamate synthase	folC BN934_02355	Lactobacillus rhamnosus	428
A0A171J3R7	A0A171J3R7_LACRH	unreviewed	HAD superfamily hydrolase	BN934_00331	Lactobacillus rhamnosus	275
A0A171J7J3	A0A171J7J3_LACRH	unreviewed	UDP-N-acetylglucosamine 2-epimerase	BN934_01667	Lactobacillus rhamnosus	380
A0A171J9Y5	A0A171J9Y5_LACRH	unreviewed	Uncharacterized protein	BN934_02519	Lactobacillus rhamnosus	48
A0A171J871	A0A171J871_LACRH	unreviewed	UDP-N-acetylmuramate--L-alanine ligase (EC 6.3.2.8) (UDP-N-acetylmuramoyl-L-alanine synthetase)	murC_1 murC BN934_01901	Lactobacillus rhamnosus	436
A0A171J782	A0A171J782_LACRH	unreviewed	Iron-containing alcohol dehydrogenase	yqhD BN934_01556	Lactobacillus rhamnosus	398
A0A171J917	A0A171J917_LACRH	unreviewed	Site-specific tyrosine recombinase XerS	xerS BN934_02199	Lactobacillus rhamnosus	370
A0A171J353	A0A171J353_LACRH	unreviewed	Transcriptional regulator	BN934_00113	Lactobacillus rhamnosus	324
A0A171JAV2	A0A171JAV2_LACRH	unreviewed	Uncharacterized protein	BN934_02841	Lactobacillus rhamnosus	80
A0A171J4P9	A0A171J4P9_LACRH	unreviewed	Negative regulatory protein YxlE	yxlE BN934_00664	Lactobacillus rhamnosus	71
A0A171J7W5	A0A171J7W5_LACRH	unreviewed	Uncharacterized protein	BN934_01792	Lactobacillus rhamnosus	167
A0A171J407	A0A171J407_LACRH	unreviewed	GNAT family acetyltransferase protein	BN934_00421	Lactobacillus rhamnosus	165
A0A171J5L6	A0A171J5L6_LACRH	unreviewed	PTS system ascorbate-specific transporter subunit IIC	ulaA_2 BN934_00982	Lactobacillus rhamnosus	506
A0A171JAB6	A0A171JAB6_LACRH	unreviewed	ABC transporter ATP-binding protein	yhiH BN934_02652	Lactobacillus rhamnosus	244
A0A171J6P5	A0A171J6P5_LACRH	unreviewed	Uncharacterized protein	BN934_01368	Lactobacillus rhamnosus	189
A0A171J7Q3	A0A171J7Q3_LACRH	unreviewed	Uncharacterized protein	BN934_01728	Lactobacillus rhamnosus	102
A0A171J9W0	A0A171J9W0_LACRH	unreviewed	PBSX family phage terminase large subunit	BN934_02494	Lactobacillus rhamnosus	430
A0A171JAF2	A0A171JAF2_LACRH	unreviewed	Ribonuclease R (RNase R) (EC 3.1.13.1)	rnr BN934_02688	Lactobacillus rhamnosus	789
A0A171J5B1	A0A171J5B1_LACRH	unreviewed	Acetyltransferase	wecD_4 BN934_00877	Lactobacillus rhamnosus	145
A0A171J6T9	A0A171J6T9_LACRH	unreviewed	Uncharacterized protein	BN934_01412	Lactobacillus rhamnosus	177
A0A171JAN7	A0A171JAN7_LACRH	unreviewed	Sugar kinase	ycfG_2 BN934_02775	Lactobacillus rhamnosus	116
A0A171J845	A0A171J845_LACRH	unreviewed	Metal-dependent hydrolase	yhfI BN934_01874	Lactobacillus rhamnosus	245
A0A171J4W9	A0A171J4W9_LACRH	unreviewed	UPF0721 transmembrane protein	BN934_00734	Lactobacillus rhamnosus	254
A0A171J785	A0A171J785_LACRH	unreviewed	Transcriptional regulator	BN934_01559	Lactobacillus rhamnosus	149
A0A171J888	A0A171J888_LACRH	unreviewed	Uncharacterized protein	BN934_01918	Lactobacillus rhamnosus	231
A0A171J705	A0A171J705_LACRH	unreviewed	Adenosine deaminase (EC 3.5.4.4) (Adenosine aminohydrolase)	add BN934_01479	Lactobacillus rhamnosus	339
A0A171J557	A0A171J557_LACRH	unreviewed	Transaminase	dapL BN934_00822	Lactobacillus rhamnosus	389
A0A171J5H8	A0A171J5H8_LACRH	unreviewed	Methyltransferase	BN934_00944	Lactobacillus rhamnosus	248
A0A171J710	A0A171J710_LACRH	unreviewed	ABC transporter ATP-binding protein	cydD BN934_01484	Lactobacillus rhamnosus	575
A0A171J458	A0A171J458_LACRH	unreviewed	Aminopeptidase	ypdE BN934_00472	Lactobacillus rhamnosus	346
A0A171J6U7	A0A171J6U7_LACRH	unreviewed	Uncharacterized protein	BN934_01420	Lactobacillus rhamnosus	137
A0A171J3R8	A0A171J3R8_LACRH	unreviewed	NAD(FAD)-dependent dehydrogenase	BN934_00332	Lactobacillus rhamnosus	456
A0A171J914	A0A171J914_LACRH	unreviewed	Two component sensor transduction histidine kinase	graS_2 BN934_02196	Lactobacillus rhamnosus	319
A0A171J6U5	A0A171J6U5_LACRH	unreviewed	Endopeptidase lactocepin (PrtP)	prtP BN934_01418	Lactobacillus rhamnosus	1973
A0A171JAM2	A0A171JAM2_LACRH	unreviewed	Copper homeostasis protein CutC	cutC BN934_02759	Lactobacillus rhamnosus	212
A0A171J3D4	A0A171J3D4_LACRH	unreviewed	Glycosyl transferase, group 2	BN934_00197	Lactobacillus rhamnosus	242
A0A171J5H2	A0A171J5H2_LACRH	unreviewed	Alpha/beta hydrolase	BN934_00938	Lactobacillus rhamnosus	207
A0A171J6V2	A0A171J6V2_LACRH	unreviewed	tRNA-specific adenosine deaminase (EC 3.5.4.33)	tadA BN934_01425	Lactobacillus rhamnosus	170
A0A171J4D4	A0A171J4D4_LACRH	unreviewed	5-deoxy-glucuronate isomerase (5DG isomerase) (EC 5.3.1.30)	iolB BN934_00549	Lactobacillus rhamnosus	271
A0A171J657	A0A171J657_LACRH	unreviewed	Glutamate synthase subunit beta	gltD BN934_01174	Lactobacillus rhamnosus	478
A0A171J9M6	A0A171J9M6_LACRH	unreviewed	YueI protein	yueI_2 BN934_02408	Lactobacillus rhamnosus	126
A0A171JAU2	A0A171JAU2_LACRH	unreviewed	Single-stranded DNA-binding protein (SSB)	ssb3 BN934_02831	Lactobacillus rhamnosus	145
A0A171J931	A0A171J931_LACRH	unreviewed	DNA processing SMF protein	dprA BN934_02213	Lactobacillus rhamnosus	271
A0A171J671	A0A171J671_LACRH	unreviewed	tRNA(Ile)-lysidine synthase (EC 6.3.4.19) (tRNA(Ile)-2-lysyl-cytidine synthase) (tRNA(Ile)-lysidine synthetase)	tilS BN934_01188	Lactobacillus rhamnosus	435
A0A171J334	A0A171J334_LACRH	unreviewed	Methionine synthase II	BN934_00094	Lactobacillus rhamnosus	377
A0A171J3A9	A0A171J3A9_LACRH	unreviewed	Nuclease SbcCD subunit D	sbcD BN934_00172	Lactobacillus rhamnosus	374
A0A171JAE8	A0A171JAE8_LACRH	unreviewed	Beta-phosphoglucomutase	pgmB BN934_02684	Lactobacillus rhamnosus	223
A0A171J3F8	A0A171J3F8_LACRH	unreviewed	Amino acid permease	proY BN934_00221	Lactobacillus rhamnosus	463
A0A171J2Z5	A0A171J2Z5_LACRH	unreviewed	Transcriptional regulator	yrxA BN934_00055	Lactobacillus rhamnosus	177
A0A171J5A1	A0A171J5A1_LACRH	unreviewed	Amino acid ABC transporter periplasmic protein	BN934_00867	Lactobacillus rhamnosus	486
A0A171J902	A0A171J902_LACRH	unreviewed	Imidazole glycerol phosphate synthase subunit HisH (EC 2.4.2.-) (IGP synthase glutamine amidotransferase subunit) (IGP synthase subunit HisH) (ImGP synthase subunit HisH)	hisH BN934_02184	Lactobacillus rhamnosus	208
A0A171J4I0	A0A171J4I0_LACRH	unreviewed	NADH oxidase	nox_2 BN934_00595	Lactobacillus rhamnosus	453
A0A171J3V9	A0A171J3V9_LACRH	unreviewed	Transcriptional regulator RpiR family protein	BN934_00373	Lactobacillus rhamnosus	270
A0A171J4T1	A0A171J4T1_LACRH	unreviewed	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase (EC 2.3.1.89) (Tetrahydrodipicolinate N-acetyltransferase)	dapH BN934_00696	Lactobacillus rhamnosus	234
A0A171J795	A0A171J795_LACRH	unreviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 6.4.1.2)	accD BN934_01569	Lactobacillus rhamnosus	271
A0A171J6E0	A0A171J6E0_LACRH	unreviewed	Acyl-CoA synthetase family protein	4cl1 BN934_01263	Lactobacillus rhamnosus	510
A0A171J6S7	A0A171J6S7_LACRH	unreviewed	Membrane protein	BN934_01400	Lactobacillus rhamnosus	180
A0A171J5G6	A0A171J5G6_LACRH	unreviewed	RNA-binding protein, ASCH domain	BN934_00932	Lactobacillus rhamnosus	148
A0A171J605	A0A171J605_LACRH	unreviewed	Transcriptional regulator	BN934_01122	Lactobacillus rhamnosus	70
A0A171J9H5	A0A171J9H5_LACRH	unreviewed	Redox-sensing transcriptional repressor Rex	rex BN934_02357	Lactobacillus rhamnosus	221
A0A171J9L8	A0A171J9L8_LACRH	unreviewed	UPF0637 protein BN934_02400	BN934_02400	Lactobacillus rhamnosus	202
A0A171J415	A0A171J415_LACRH	unreviewed	PTS system transporter subunit IIA	ulaC BN934_00429	Lactobacillus rhamnosus	698
A0A171J5Q5	A0A171J5Q5_LACRH	unreviewed	Polysaccharide lyase family 8	xalA BN934_01021	Lactobacillus rhamnosus	1019
A0A171J6H5	A0A171J6H5_LACRH	unreviewed	Immunity protein PlnI, membrane-bound protease CAAX family	BN934_01298	Lactobacillus rhamnosus	268
A0A171J6Y7	A0A171J6Y7_LACRH	unreviewed	Acyltransferase 3	BN934_01460	Lactobacillus rhamnosus	333
A0A171J741	A0A171J741_LACRH	unreviewed	D-2-hydroxyacid dehydrogenase	ldhA BN934_01515	Lactobacillus rhamnosus	330
A0A171J7C6	A0A171J7C6_LACRH	unreviewed	Uncharacterized protein	BN934_01600	Lactobacillus rhamnosus	188
A0A171J7I4	A0A171J7I4_LACRH	unreviewed	Uncharacterized protein	BN934_01658	Lactobacillus rhamnosus	52
A0A171J7L8	A0A171J7L8_LACRH	unreviewed	Na/H antiporter	napA BN934_01692	Lactobacillus rhamnosus	609
A0A171J7U6	A0A171J7U6_LACRH	unreviewed	Pseudouridine synthase (EC 5.4.99.-)	rluD_1 BN934_01771	Lactobacillus rhamnosus	289
A0A171J872	A0A171J872_LACRH	unreviewed	Transcriptional regulator	BN934_01902	Lactobacillus rhamnosus	501
A0A171J898	A0A171J898_LACRH	unreviewed	Lactoylglutathione lyase related lyase	BN934_01928	Lactobacillus rhamnosus	322
A0A171J9E2	A0A171J9E2_LACRH	unreviewed	Major facilitator superfamily permease	BN934_02324	Lactobacillus rhamnosus	478
A0A171J9T2	A0A171J9T2_LACRH	unreviewed	Uncharacterized protein	BN934_02465	Lactobacillus rhamnosus	71
A0A171J9X9	A0A171J9X9_LACRH	unreviewed	RecT family protein	BN934_02513	Lactobacillus rhamnosus	291
A0A171JA60	A0A171JA60_LACRH	unreviewed	Membrane protein	BN934_02595	Lactobacillus rhamnosus	106
A0A171JAM1	A0A171JAM1_LACRH	unreviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP BN934_02758	Lactobacillus rhamnosus	272
A0A171JAD3	A0A171JAD3_LACRH	unreviewed	Na ABC transporter permease	natB_2 BN934_02669	Lactobacillus rhamnosus	419
A0A171J7E3	A0A171J7E3_LACRH	unreviewed	Acyltransferase	BN934_01617	Lactobacillus rhamnosus	241
A0A171J9K6	A0A171J9K6_LACRH	unreviewed	ABC transporter ATP-binding protein	bcrA BN934_02388	Lactobacillus rhamnosus	309
A0A171J375	A0A171J375_LACRH	unreviewed	Uncharacterized protein	BN934_00135	Lactobacillus rhamnosus	335
A0A171J8W1	A0A171J8W1_LACRH	unreviewed	N6-adenine-specific DNA methylase	BN934_02143	Lactobacillus rhamnosus	379
A0A171J536	A0A171J536_LACRH	unreviewed	Uncharacterized protein	BN934_00801	Lactobacillus rhamnosus	49
A0A171J505	A0A171J505_LACRH	unreviewed	TetR family transcriptional regulator	BN934_00770	Lactobacillus rhamnosus	183
A0A171J703	A0A171J703_LACRH	unreviewed	Uncharacterized protein	BN934_01477	Lactobacillus rhamnosus	162
A0A171J9V4	A0A171J9V4_LACRH	unreviewed	Lj928 prophage protein	BN934_02488	Lactobacillus rhamnosus	119
A0A171JAW8	A0A171JAW8_LACRH	unreviewed	IS30 family transposase	BN934_02860	Lactobacillus rhamnosus	142
A0A171J515	A0A171J515_LACRH	unreviewed	Cytochrome d ubiquinol oxidase subunit II	cydB BN934_00780	Lactobacillus rhamnosus	339
A0A171J6I4	A0A171J6I4_LACRH	unreviewed	Uncharacterized protein	BN934_01307	Lactobacillus rhamnosus	44
A0A171J8E2	A0A171J8E2_LACRH	unreviewed	Uncharacterized protein	BN934_01973	Lactobacillus rhamnosus	79
A0A171J2Y5	A0A171J2Y5_LACRH	unreviewed	Membrane protein	BN934_00045	Lactobacillus rhamnosus	355
A0A171J329	A0A171J329_LACRH	unreviewed	S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 2.4.99.17) (Queuosine biosynthesis protein QueA)	queA BN934_00089	Lactobacillus rhamnosus	356
A0A171J8D9	A0A171J8D9_LACRH	unreviewed	ABC transporter ATPase/permease	BN934_01969	Lactobacillus rhamnosus	544
A0A171J429	A0A171J429_LACRH	unreviewed	Uncharacterized protein	BN934_00443	Lactobacillus rhamnosus	55
A0A171J4P1	A0A171J4P1_LACRH	unreviewed	MccC family protein	BN934_00656	Lactobacillus rhamnosus	358
A0A171J444	A0A171J444_LACRH	unreviewed	Hydroxyethylthiazole kinase (EC 2.7.1.50)	thiM_2 BN934_00458	Lactobacillus rhamnosus	162
A0A171J662	A0A171J662_LACRH	unreviewed	PadR family transcriptional regulator	padR BN934_01179	Lactobacillus rhamnosus	178
A0A171J7U0	A0A171J7U0_LACRH	unreviewed	Probable 2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase (2-(5''-triphosphoribosyl)-3'-dephospho-CoA synthase) (EC 2.4.2.52)	citG BN934_01765	Lactobacillus rhamnosus	286
A0A171J3F4	A0A171J3F4_LACRH	unreviewed	Response regulator of the LytR/AlgR family protein	BN934_00217	Lactobacillus rhamnosus	150
A0A171J4N5	A0A171J4N5_LACRH	unreviewed	Uncharacterized protein	BN934_00650	Lactobacillus rhamnosus	168
A0A171J6W7	A0A171J6W7_LACRH	unreviewed	Metal-dependent protease-like protein, putative molecular chaperone	BN934_01440	Lactobacillus rhamnosus	240
A0A171J6E6	A0A171J6E6_LACRH	unreviewed	Uncharacterized protein	BN934_01269	Lactobacillus rhamnosus	125
A0A171J5P4	A0A171J5P4_LACRH	unreviewed	RpiR family transcriptional regulator	BN934_01010	Lactobacillus rhamnosus	247
A0A171J4X2	A0A171J4X2_LACRH	unreviewed	Uncharacterized protein	BN934_00737	Lactobacillus rhamnosus	124
A0A171J7Z1	A0A171J7Z1_LACRH	unreviewed	ABC transporter substrate-binding protein	ABC-SBP_3 BN934_01819	Lactobacillus rhamnosus	331
A0A171J778	A0A171J778_LACRH	unreviewed	Glycosyl transferase group 2	ydaM BN934_01552	Lactobacillus rhamnosus	417
A0A171J875	A0A171J875_LACRH	unreviewed	Uncharacterized protein	BN934_01905	Lactobacillus rhamnosus	112
A0A171J9C1	A0A171J9C1_LACRH	unreviewed	ATPase	BN934_02303	Lactobacillus rhamnosus	271
A0A171J7B5	A0A171J7B5_LACRH	unreviewed	Uncharacterized protein	BN934_01589	Lactobacillus rhamnosus	205
A0A171J7D5	A0A171J7D5_LACRH	unreviewed	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	BN934_01609	Lactobacillus rhamnosus	332
A0A171J857	A0A171J857_LACRH	unreviewed	HD-superfamily hydrolase	BN934_01887	Lactobacillus rhamnosus	325
A0A171JAA7	A0A171JAA7_LACRH	unreviewed	Type II secretory pathway/competence component	gomGB BN934_02643	Lactobacillus rhamnosus	317
A0A171J4I5	A0A171J4I5_LACRH	unreviewed	ABC transporter ATP-binding protein	abc BN934_00600	Lactobacillus rhamnosus	222
A0A171J6D9	A0A171J6D9_LACRH	unreviewed	Acyltransferase	BN934_01262	Lactobacillus rhamnosus	413
A0A171J344	A0A171J344_LACRH	unreviewed	Kef-type K+ transport system, membrane component	BN934_00104	Lactobacillus rhamnosus	384
A0A171JAJ7	A0A171JAJ7_LACRH	unreviewed	Protein translocase subunit SecA	secA_2 secA BN934_02734	Lactobacillus rhamnosus	787
A0A171J6T2	A0A171J6T2_LACRH	unreviewed	Ribosomal protein	rplA BN934_01405	Lactobacillus rhamnosus	182
A0A171J849	A0A171J849_LACRH	unreviewed	Dihydroorotate dehydrogenase (DHOD) (DHODase) (DHOdehase) (EC 1.3.-.-)	pyrD BN934_01878	Lactobacillus rhamnosus	313
A0A171J715	A0A171J715_LACRH	unreviewed	CRISPR-associated protein family protein	BN934_01489	Lactobacillus rhamnosus	226
A0A171J3S5	A0A171J3S5_LACRH	unreviewed	Uncharacterized protein	BN934_00339	Lactobacillus rhamnosus	245
A0A171J558	A0A171J558_LACRH	unreviewed	Adhesion exoprotein	BN934_00823	Lactobacillus rhamnosus	1052
A0A171J3W5	A0A171J3W5_LACRH	unreviewed	PTS system transporter subunit IIC	BN934_00379	Lactobacillus rhamnosus	434
A0A171J6L3	A0A171J6L3_LACRH	unreviewed	Sugar diacid utilization regulator	BN934_01336	Lactobacillus rhamnosus	392
A0A171J786	A0A171J786_LACRH	unreviewed	3-oxoacyl-[acyl-carrier-protein] synthase 3 (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase III) (Beta-ketoacyl-ACP synthase III)	fabH BN934_01560	Lactobacillus rhamnosus	319
A0A171J8D8	A0A171J8D8_LACRH	unreviewed	Xaa-Pro dipeptidyl-peptidase (EC 3.4.14.11) (X-Pro dipeptidyl-peptidase) (X-prolyl-dipeptidyl aminopeptidase)	pepX BN934_01968	Lactobacillus rhamnosus	797
A0A171J8I5	A0A171J8I5_LACRH	unreviewed	Uncharacterized protein	BN934_02016	Lactobacillus rhamnosus	63
A0A171J745	A0A171J745_LACRH	unreviewed	Aspartokinase (EC 2.7.2.4)	lysC BN934_01519	Lactobacillus rhamnosus	448
A0A171J542	A0A171J542_LACRH	unreviewed	IS30 family transposase	BN934_00807	Lactobacillus rhamnosus	129
A0A171J427	A0A171J427_LACRH	unreviewed	Uncharacterized protein	BN934_00441	Lactobacillus rhamnosus	271
A0A171JA07	A0A171JA07_LACRH	unreviewed	Uncharacterized protein	BN934_02541	Lactobacillus rhamnosus	80
A0A171J8T1	A0A171J8T1_LACRH	unreviewed	Glycine--tRNA ligase beta subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase beta subunit)	glyS BN934_02113	Lactobacillus rhamnosus	689
A0A171J6J6	A0A171J6J6_LACRH	unreviewed	Thymidine kinase	BN934_01319	Lactobacillus rhamnosus	402
A0A171J7E1	A0A171J7E1_LACRH	unreviewed	3-ketoacyl-ACP reductase	fabG_2 BN934_01615	Lactobacillus rhamnosus	237
A0A171J7Z0	A0A171J7Z0_LACRH	unreviewed	Uncharacterized protein	BN934_01818	Lactobacillus rhamnosus	145
A0A171J3V4	A0A171J3V4_LACRH	unreviewed	Transcriptional antiterminator, BglG family	licT BN934_00368	Lactobacillus rhamnosus	283
A0A171J4N6	A0A171J4N6_LACRH	unreviewed	MFS superfamily transporter	BN934_00651	Lactobacillus rhamnosus	473
A0A171J492	A0A171J492_LACRH	unreviewed	Deoxyribose-phosphate aldolase (DERA) (EC 4.1.2.4) (2-deoxy-D-ribose 5-phosphate aldolase) (Phosphodeoxyriboaldolase)	deoC BN934_00506	Lactobacillus rhamnosus	278
A0A171JA35	A0A171JA35_LACRH	unreviewed	Uncharacterized protein	BN934_02569	Lactobacillus rhamnosus	240
A0A171J751	A0A171J751_LACRH	unreviewed	Sugar fermentation stimulation protein homolog	sfsA BN934_01525	Lactobacillus rhamnosus	243
A0A171JAI7	A0A171JAI7_LACRH	unreviewed	Phosphate import ATP-binding protein PstB (EC 3.6.3.27) (ABC phosphate transporter) (Phosphate-transporting ATPase)	pstB BN934_02724	Lactobacillus rhamnosus	272
A0A171J3E2	A0A171J3E2_LACRH	unreviewed	Uncharacterized protein	BN934_00205	Lactobacillus rhamnosus	29
A0A171J679	A0A171J679_LACRH	unreviewed	DNA-directed RNA polymerase subunit beta (RNAP subunit beta) (EC 2.7.7.6) (RNA polymerase subunit beta) (Transcriptase subunit beta)	rpoB BN934_01202	Lactobacillus rhamnosus	1195
A0A171J9K1	A0A171J9K1_LACRH	unreviewed	Uncharacterized protein	BN934_02383	Lactobacillus rhamnosus	41
A0A171J6I3	A0A171J6I3_LACRH	unreviewed	Two component sensor transduction histidine kinase, bacteriocin	hpk3_2 BN934_01306	Lactobacillus rhamnosus	148
A0A171J9W2	A0A171J9W2_LACRH	unreviewed	Phage-related ribonucleoside-diphosphate reductase	BN934_02496	Lactobacillus rhamnosus	106
A0A171J5W2	A0A171J5W2_LACRH	unreviewed	Membrane protein	BN934_01078	Lactobacillus rhamnosus	229
A0A171J8J0	A0A171J8J0_LACRH	unreviewed	Ribosome maturation factor RimM	rimM BN934_02021	Lactobacillus rhamnosus	198
A0A171J8Q5	A0A171J8Q5_LACRH	unreviewed	Guanosine polyphosphate pyrophosphohydrolase/synthetase	BN934_02087	Lactobacillus rhamnosus	769
A0A171J5C2	A0A171J5C2_LACRH	unreviewed	XRE family transcriptional regulator	BN934_00888	Lactobacillus rhamnosus	282
A0A171J9X5	A0A171J9X5_LACRH	unreviewed	Uncharacterized protein	BN934_02509	Lactobacillus rhamnosus	110
A0A171JAR1	A0A171JAR1_LACRH	unreviewed	Phage-related head-to-tail joining protein	BN934_02800	Lactobacillus rhamnosus	128
A0A171J4F7	A0A171J4F7_LACRH	unreviewed	Uncharacterized protein	BN934_00572	Lactobacillus rhamnosus	50
A0A171J7A8	A0A171J7A8_LACRH	unreviewed	Uncharacterized protein	BN934_01582	Lactobacillus rhamnosus	366
A0A171J4X3	A0A171J4X3_LACRH	unreviewed	TetR family transcriptional regulator	BN934_00738	Lactobacillus rhamnosus	228
A0A171J5P3	A0A171J5P3_LACRH	unreviewed	PTS system maltose-specific transporter subunit IIA	pts_11 BN934_01009	Lactobacillus rhamnosus	126
A0A171J9C3	A0A171J9C3_LACRH	unreviewed	Uncharacterized protein	BN934_02305	Lactobacillus rhamnosus	99
A0A171J555	A0A171J555_LACRH	unreviewed	Lipoprotein	metQ_2 BN934_00820	Lactobacillus rhamnosus	279
A0A171J337	A0A171J337_LACRH	unreviewed	Alpha/beta hydrolase superfamily protein	BN934_00097	Lactobacillus rhamnosus	281
A0A171J4Y3	A0A171J4Y3_LACRH	unreviewed	Mannitol dehydrogenase domain-containing protein	uxuB BN934_00748	Lactobacillus rhamnosus	544
A0A171J9S5	A0A171J9S5_LACRH	unreviewed	MFS superfamily transporter	BN934_02458	Lactobacillus rhamnosus	397
A0A171J2Y7	A0A171J2Y7_LACRH	unreviewed	Glycerophosphoryl diester phosphodiesterase	BN934_00047	Lactobacillus rhamnosus	446
